Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
dresser,-0.87,2,102,1,1,0.604,0.398,0.473,104
flashy,-0.87,2,102,1,1,0.704,0.6,0.827,104
lube,-0.87,2,102,1,1,0.552,0.49,0.411,104
angel,-0.871,168,5806,1,1,0.906,0.158,0.704,5974
playboy,-0.873,6,240,1,1,0.646,0.9,0.519,246
delusional,-0.874,28,998,1,1,0.219,0.745,0.327,1026
chronic,-0.874,51,1791,1,1,0.255,0.615,0.464,1842
mite,-0.875,1,68,1,1,0.29,0.584,0.271,69
oldies,-0.875,3,137,1,1,0.438,0.3,0.412,140
belittle,-0.875,3,137,1,1,0.122,0.417,0.25,140
bra,-0.875,11,413,1,1,0.672,0.529,0.509,424
meanie,-0.875,1,68,1,1,0.388,0.42,0.404,69
shag,-0.875,3,137,1,1,0.417,0.462,0.34,140
nauseous,-0.875,3,137,1,1,0.135,0.78,0.284,140
advertise,-0.875,3,137,1,1,0.5,0.529,0.58,140
expired,-0.875,3,137,1,1,0.198,0.394,0.2,140
prematurely,-0.875,1,68,1,1,0.292,0.657,0.289,69
nation,-0.876,116,4038,1,1,0.594,0.443,0.821,4154
married,-0.877,295,10227,1,1,0.674,0.57,0.602,10522
irrelevant,-0.878,28,1002,1,1,0.138,0.311,0.296,1030
asshole,-0.879,71,2493,1,1,0.133,0.582,0.263,2564
brainless,-0.88,2,103,1,1,0.138,0.31,0.224,105
secondhand,-0.88,2,103,1,1,0.194,0.389,0.283,105
gone,-0.882,810,28176,1,1,0.292,0.23,0.19,28986
math,-0.882,27,972,1,1,0.417,0.375,0.6,999
dickhead,-0.883,8,312,1,1,0.115,0.608,0.284,320
pornography,-0.884,4,173,1,1,0.323,0.921,0.481,177
randy,-0.884,4,173,1,1,0.49,0.394,0.481,177
comedian,-0.885,6,243,1,1,0.812,0.735,0.598,249
nut,-0.886,25,906,1,1,0.365,0.31,0.25,931
pervert,-0.886,8,313,1,1,0.082,0.863,0.5,321
conservative,-0.889,29,1048,1,1,0.615,0.316,0.788,1077
disabled,-0.889,32,1153,1,1,0.308,0.443,0.235,1185
barney,-0.89,1,69,1,1,0.451,0.378,0.44,70
fundamentalist,-0.89,0,34,1,1,0.49,0.43,0.759,34
plat,-0.89,0,34,1,1,0.716,0.359,0.556,34
charmer,-0.89,0,34,1,1,0.882,0.683,0.782,34
estimate,-0.89,2,104,1,1,0.719,0.469,0.517,106
hotshot,-0.89,0,34,1,1,0.5,0.727,0.615,34
asthma,-0.89,1,69,1,1,0.198,0.549,0.227,70
dashed,-0.89,0,34,1,1,0.276,0.393,0.338,34
perm,-0.89,0,34,1,1,0.667,0.465,0.741,34
abort,-0.89,2,104,1,1,0.153,0.686,0.429,106
deteriorated,-0.89,0,34,1,1,0.053,0.549,0.237,34
blackjack,-0.89,0,34,1,1,0.419,0.679,0.452,34
legalize,-0.89,0,34,1,1,0.51,0.46,0.818,34
poltergeist,-0.89,0,34,1,1,0.271,0.784,0.544,34
aggravate,-0.89,0,34,1,1,0.224,0.77,0.464,34
anorexic,-0.89,0,34,1,1,0.16,0.618,0.245,34
ooze,-0.89,0,34,1,1,0.344,0.577,0.333,34
cavalier,-0.89,1,69,1,1,0.735,0.462,0.713,70
sudden,-0.89,102,3605,1,1,0.449,0.66,0.435,3707
website,-0.89,31,1120,1,1,0.615,0.442,0.526,1151
stave,-0.893,8,315,1,1,0.417,0.333,0.424,323
activist,-0.894,12,456,1,1,0.531,0.653,0.877,468
venting,-0.895,14,527,1,1,0.375,0.388,0.418,541
dirty,-0.895,84,2991,1,1,0.153,0.46,0.17,3075
inadequacy,-0.896,8,316,1,1,0.286,0.5,0.297,324
unfair,-0.896,25,915,1,1,0.173,0.472,0.19,940
bracelet,-0.897,3,140,1,1,0.776,0.34,0.322,143
drifter,-0.897,3,140,1,1,0.449,0.512,0.391,143
masturbation,-0.897,18,669,1,1,0.542,0.961,0.509,687
unicorn,-0.898,9,352,1,1,0.776,0.51,0.48,361
scumbag,-0.899,5,211,1,1,0.24,0.591,0.278,216
gong,-0.899,2,105,1,1,0.49,0.529,0.462,107
lea,-0.899,2,105,1,1,0.583,0.294,0.358,107
cousins,-0.9,39,1413,1,1,0.76,0.409,0.464,1452
night,-0.9,3286,116282,1,1,0.598,0.396,0.404,119568
nipple,-0.901,4,176,1,1,0.48,0.786,0.415,180
junction,-0.901,4,176,1,1,0.49,0.481,0.364,180
cupcake,-0.901,4,176,1,1,0.656,0.333,0.344,180
nintendo,-0.903,14,531,1,1,0.802,0.571,0.464,545
unstable,-0.903,22,815,1,1,0.167,0.587,0.15,837
woot,-0.904,1,70,1,1,0.602,0.49,0.481,71
juju,-0.904,1,70,1,1,0.541,0.519,0.206,71
plump,-0.904,1,70,1,1,0.385,0.48,0.387,71
overworked,-0.904,5,212,1,1,0.133,0.67,0.387,217
payday,-0.904,1,70,1,1,0.833,0.741,0.571,71
vagina,-0.904,11,425,1,1,0.551,0.87,0.5,436
repairman,-0.904,1,70,1,1,0.582,0.426,0.707,71
imperfect,-0.904,24,887,1,1,0.173,0.527,0.202,911
keyboard,-0.906,27,995,1,1,0.573,0.279,0.349,1022
adorable,-0.907,35,1281,1,1,0.969,0.519,0.457,1316
girlie,-0.908,2,106,1,1,0.604,0.54,0.409,108
harassing,-0.915,9,358,1,1,0.12,0.873,0.446,367
tad,-0.915,23,861,1,1,0.459,0.24,0.25,884
asleep,-0.917,205,7408,1,1,0.604,0.1,0.27,7613
post,-0.917,364,13133,1,1,0.52,0.426,0.548,13497
documentation,-0.918,0,35,1,1,0.719,0.29,0.667,35
grownup,-0.918,0,35,1,1,0.735,0.4,0.683,35
synopsis,-0.918,1,71,1,1,0.541,0.39,0.482,72
sissy,-0.918,6,251,1,1,0.333,0.562,0.232,257
broth,-0.918,0,35,1,1,0.5,0.245,0.168,35
halt,-0.918,16,611,1,1,0.167,0.36,0.432,627
erectile,-0.918,0,35,1,1,0.542,0.796,0.625,35
truss,-0.918,0,35,1,1,0.521,0.482,0.569,35
transsexual,-0.918,0,35,1,1,0.264,0.815,0.423,35
barnyard,-0.918,1,71,1,1,0.51,0.353,0.336,72
attendant,-0.918,3,143,1,1,0.58,0.365,0.519,146
gunman,-0.918,0,35,1,1,0.167,0.922,0.689,35
boooo,-0.918,0,35,1,1,0.271,0.549,0.255,35
humbug,-0.918,0,35,1,1,0.219,0.622,0.456,35
vindicated,-0.918,0,35,1,1,0.615,0.48,0.609,35
koala,-0.918,1,71,1,1,0.608,0.21,0.311,72
tiff,-0.918,1,71,1,1,0.531,0.415,0.343,72
occupational,-0.918,0,35,1,1,0.583,0.469,0.596,35
ladylike,-0.918,0,35,1,1,0.592,0.559,0.538,35
oily,-0.918,0,35,1,1,0.276,0.533,0.385,35
seatbelt,-0.918,0,35,1,1,0.656,0.314,0.726,35
inhabiting,-0.918,0,35,1,1,0.458,0.44,0.598,35
emotive,-0.918,0,35,1,1,0.917,0.741,0.525,35
unwell,-0.918,7,287,1,1,0.143,0.64,0.221,294
roadhouse,-0.918,0,35,1,1,0.5,0.62,0.458,35
statistical,-0.918,0,35,1,1,0.714,0.353,0.627,35
breakers,-0.918,1,71,1,1,0.469,0.588,0.439,72
cinder,-0.918,0,35,1,1,0.35,0.26,0.157,35
kool-aid,-0.918,0,35,1,1,0.531,0.318,0.393,35
peep,-0.919,18,684,1,1,0.573,0.317,0.269,702
rubbing,-0.921,16,613,1,1,0.406,0.569,0.44,629
idiotic,-0.921,7,288,1,1,0.104,0.62,0.17,295
user,-0.922,19,722,1,1,0.629,0.347,0.442,741
abortion,-0.925,11,434,1,1,0.082,0.77,0.283,445
friend,-0.925,2082,75532,1,1,0.906,0.413,0.573,77614
sleeping,-0.925,292,10625,1,1,0.704,0.091,0.312,10917
mane,-0.926,13,507,1,1,0.521,0.277,0.373,520
bunch,-0.926,166,6061,1,1,0.552,0.358,0.473,6227
ostracized,-0.927,5,217,1,1,0.115,0.69,0.377,222
criticized,-0.927,2,108,1,1,0.24,0.6,0.311,110
jerks,-0.927,5,217,1,1,0.214,0.788,0.395,222
amateur,-0.931,16,619,1,1,0.469,0.5,0.409,635
grammar,-0.932,9,364,1,1,0.56,0.287,0.607,373
malignant,-0.932,1,72,1,1,0.143,0.824,0.37,73
discriminate,-0.932,3,145,1,1,0.125,0.761,0.366,148
bankrupt,-0.932,3,145,1,1,0.163,0.673,0.337,148
japan,-0.932,62,2300,1,1,0.667,0.482,0.58,2362
clueless,-0.933,12,474,1,1,0.35,0.333,0.161,486
paralysis,-0.933,6,255,1,1,0.156,0.5,0.305,261
girly,-0.933,6,255,1,1,0.595,0.462,0.371,261
duh,-0.934,19,731,1,1,0.357,0.461,0.364,750
cheater,-0.934,4,182,1,1,0.104,0.92,0.333,186
motherhood,-0.934,14,548,1,1,0.844,0.546,0.667,562
cohesion,-0.936,2,109,1,1,0.604,0.536,0.555,111
kid,-0.936,326,11993,1,1,0.76,0.453,0.298,12319
wages,-0.938,3,146,1,1,0.776,0.44,0.62,149
fix,-0.939,212,7831,1,1,0.76,0.538,0.519,8043
neglected,-0.939,30,1139,1,1,0.271,0.385,0.16,1169
fault,-0.939,133,4929,1,1,0.188,0.558,0.184,5062
worried,-0.94,148,5482,1,1,0.094,0.824,0.395,5630
heartbreak,-0.941,81,3021,1,1,0.208,0.61,0.245,3102
cat,-0.942,442,16335,1,1,0.667,0.26,0.37,16777
vent,-0.942,62,2323,1,1,0.479,0.519,0.529,2385
pig,-0.942,29,1106,1,1,0.343,0.368,0.324,1135
hamster,-0.943,11,442,1,1,0.52,0.394,0.349,453
rally,-0.943,11,442,1,1,0.612,0.68,0.554,453
anxious,-0.944,179,6653,1,1,0.281,0.875,0.434,6832
slimy,-0.945,1,73,1,1,0.177,0.5,0.309,74
feeder,-0.945,1,73,1,1,0.604,0.452,0.713,74
eel,-0.945,0,36,1,1,0.292,0.564,0.487,36
sweetheart,-0.945,26,998,1,1,0.959,0.423,0.509,1024
smack,-0.945,12,480,1,1,0.323,0.662,0.381,492
banjo,-0.945,1,73,1,1,0.469,0.4,0.37,74
attention,-0.945,763,28267,1,1,0.74,0.599,0.774,29030
moustache,-0.945,0,36,1,1,0.47,0.236,0.409,36
duet,-0.945,5,221,1,1,0.694,0.693,0.527,226
rotate,-0.945,1,73,1,1,0.458,0.47,0.492,74
christmassy,-0.945,0,36,1,1,0.875,0.698,0.602,36
vert,-0.945,1,73,1,1,0.49,0.375,0.434,74
subspace,-0.945,1,73,1,1,0.47,0.453,0.475,74
cow,-0.945,19,739,1,1,0.449,0.23,0.3,758
bowler,-0.945,0,36,1,1,0.552,0.633,0.481,36
useless,-0.946,97,3627,1,1,0.052,0.342,0.184,3724
upset,-0.946,184,6850,1,1,0.071,0.68,0.33,7034
gross,-0.946,39,1481,1,1,0.115,0.575,0.181,1520
pal,-0.948,36,1372,1,1,0.812,0.426,0.596,1408
alleviate,-0.948,17,667,1,1,0.869,0.27,0.528,684
hold,-0.948,716,26609,1,1,0.448,0.29,0.364,27325
discrimination,-0.949,7,296,1,1,0.051,0.724,0.379,303
sucking,-0.949,18,705,1,1,0.227,0.528,0.377,723
waffle,-0.95,5,222,1,1,0.708,0.394,0.327,227
furry,-0.95,22,854,1,1,0.428,0.4,0.333,876
teenager,-0.95,32,1226,1,1,0.781,0.593,0.527,1258
suck,-0.952,157,5884,1,1,0.344,0.706,0.377,6041
surgeon,-0.952,3,148,1,1,0.5,0.598,0.793,151
boogie,-0.952,3,148,1,1,0.59,0.543,0.4,151
enslave,-0.952,3,148,1,1,0.073,0.8,0.481,151
holidays,-0.952,190,7114,1,1,0.939,0.521,0.512,7304
grades,-0.952,14,558,1,1,0.521,0.349,0.566,572
speaker,-0.953,31,1192,1,1,0.604,0.66,0.723,1223
idiot,-0.954,82,3097,1,1,0.086,0.567,0.113,3179
statistic,-0.954,2,111,1,1,0.508,0.42,0.609,113
civic,-0.954,2,111,1,1,0.653,0.24,0.573,113
popper,-0.954,2,111,1,1,0.42,0.509,0.411,113
smith,-0.956,56,2131,1,1,0.677,0.333,0.529,2187
behavior,-0.956,124,4675,1,1,0.594,0.442,0.813,4799
hitchhiker,-0.957,6,261,1,1,0.594,0.626,0.603,267
fluff,-0.957,8,336,1,1,0.52,0.264,0.172,344
greasy,-0.957,8,336,1,1,0.399,0.442,0.294,344
pretending,-0.958,80,3034,1,1,0.378,0.42,0.317,3114
sadist,-0.959,1,74,1,1,0.042,0.918,0.5,75
quits,-0.959,3,149,1,1,0.229,0.48,0.352,152
parched,-0.959,1,74,1,1,0.25,0.235,0.255,75
ilk,-0.959,1,74,1,1,0.438,0.451,0.455,75
marshmallow,-0.959,1,74,1,1,0.74,0.441,0.391,75
caving,-0.959,1,74,1,1,0.378,0.491,0.551,75
camel,-0.959,1,74,1,1,0.54,0.282,0.314,75
dad,-0.96,286,10775,1,1,0.857,0.412,0.786,11061
extra,-0.961,235,8869,1,1,0.656,0.551,0.745,9104
dog,-0.964,497,18775,1,1,0.704,0.5,0.407,19272
planet,-0.967,234,8883,1,1,0.698,0.404,0.832,9117
promise,-0.967,255,9678,1,1,0.823,0.5,0.704,9933
hang,-0.968,418,15855,1,1,0.323,0.529,0.446,16273
curb,-0.969,8,340,1,1,0.472,0.371,0.402,348
bun,-0.969,9,378,1,1,0.424,0.306,0.268,387
fiancee,-0.972,1,75,1,1,0.959,0.626,0.556,76
cowgirl,-0.972,1,75,1,1,0.541,0.566,0.554,76
cheque,-0.972,0,37,1,1,0.698,0.529,0.66,37
gape,-0.972,2,113,1,1,0.493,0.651,0.287,115
pensioner,-0.972,2,113,1,1,0.44,0.245,0.442,115
tireless,-0.972,0,37,1,1,0.657,0.75,0.645,37
simulate,-0.972,1,75,1,1,0.551,0.375,0.417,76
unimportant,-0.972,12,493,1,1,0.281,0.24,0.175,505
florist,-0.972,0,37,1,1,0.771,0.41,0.388,37
chimp,-0.972,0,37,1,1,0.394,0.588,0.345,37
chinchilla,-0.972,0,37,1,1,0.48,0.45,0.286,37
bombed,-0.972,0,37,1,1,0.051,0.851,0.627,37
slick,-0.972,6,265,1,1,0.388,0.383,0.349,271
crocodile,-0.972,1,75,1,1,0.344,0.708,0.61,76
reflex,-0.972,4,189,1,1,0.583,0.46,0.538,193
viral,-0.975,8,342,1,1,0.24,0.612,0.518,350
psychopath,-0.977,10,419,1,1,0.04,0.943,0.536,429
humiliating,-0.977,4,190,1,1,0.062,0.716,0.279,194
relapse,-0.977,4,190,1,1,0.173,0.46,0.303,194
yea,-0.978,120,4625,1,1,0.751,0.412,0.472,4745
diamonds,-0.979,18,726,1,1,0.927,0.684,0.917,744
painstaking,-0.981,2,114,1,1,0.396,0.335,0.386,116
fascism,-0.981,2,114,1,1,0.104,0.74,0.695,116
sac,-0.981,2,114,1,1,0.344,0.245,0.226,116
bet,-0.981,154,5945,1,1,0.385,0.698,0.432,6099
pill,-0.984,30,1192,1,1,0.573,0.407,0.368,1222
papa,-0.985,19,769,1,1,0.656,0.34,0.527,788
noodle,-0.985,5,230,1,1,0.633,0.216,0.225,235
ops,-0.985,5,230,1,1,0.417,0.55,0.528,235
cry,-0.985,818,31533,1,1,0.133,0.627,0.255,32351
recruit,-0.987,4,192,1,1,0.551,0.654,0.633,196
seesaw,-0.989,2,115,1,1,0.57,0.559,0.41,117
gorilla,-0.989,2,115,1,1,0.565,0.72,0.648,117
add,-0.991,252,9800,1,1,0.728,0.49,0.554,10052
starving,-0.993,20,814,1,1,0.163,0.67,0.336,834
cure,-0.993,219,8538,1,1,0.719,0.377,0.623,8757
bingo,-0.994,5,232,1,1,0.735,0.667,0.429,237
dicks,-0.996,13,544,1,1,0.31,0.694,0.358,557
luckiest,-0.998,1,77,1,1,0.917,0.69,0.852,78
phi,-0.998,0,38,1,1,0.42,0.361,0.452,38
hoot,-0.998,1,77,1,1,0.449,0.56,0.43,78
strep,-0.998,0,38,1,1,0.365,0.594,0.353,38
kebab,-0.998,0,38,1,1,0.531,0.431,0.377,38
yelp,-0.998,0,38,1,1,0.417,0.709,0.431,38
gang,-0.998,61,2417,1,1,0.217,0.85,0.629,2478
fob,-0.998,1,77,1,1,0.327,0.402,0.396,78
sledgehammer,-0.998,0,38,1,1,0.449,0.479,0.482,38
inbred,-0.998,1,77,1,1,0.397,0.52,0.473,78
commie,-0.998,1,77,1,1,0.385,0.519,0.454,78
cornball,-0.998,0,38,1,1,0.479,0.378,0.325,38
qualifications,-0.998,1,77,1,1,0.776,0.576,0.75,78
woefully,-0.998,0,38,1,1,0.204,0.58,0.269,38
salami,-0.998,0,38,1,1,0.667,0.36,0.339,38
eggplant,-0.998,0,38,1,1,0.592,0.152,0.323,38
beep,-1.002,5,234,1,1,0.595,0.541,0.304,239
sophomore,-1.003,4,195,1,1,0.653,0.415,0.427,199
cheer,-1.005,103,4084,1,1,0.938,0.784,0.845,4187
agent,-1.007,19,786,1,1,0.48,0.439,0.755,805
jackass,-1.008,4,196,1,1,0.188,0.692,0.279,200
juice,-1.008,29,1181,1,1,0.776,0.281,0.352,1210
donate,-1.009,15,630,1,1,0.774,0.462,0.577,645
fur,-1.009,34,1380,1,1,0.583,0.392,0.315,1414
inequality,-1.011,3,157,1,1,0.122,0.575,0.259,160
depot,-1.011,1,78,1,1,0.635,0.255,0.471,79
dummy,-1.011,9,394,1,1,0.44,0.144,0.25,403
bandwagon,-1.011,5,236,1,1,0.625,0.651,0.509,241
freshman,-1.011,13,552,1,1,0.677,0.57,0.441,565
masturbate,-1.011,18,750,1,1,0.552,0.926,0.5,768
retard,-1.012,6,276,1,1,0.194,0.347,0.222,282
neon,-1.012,27,1107,1,1,0.594,0.48,0.38,1134
stripper,-1.013,4,197,1,1,0.625,0.848,0.453,201
pup,-1.013,25,1029,1,1,0.755,0.427,0.302,1054
corny,-1.014,16,673,1,1,0.448,0.37,0.221,689
titanic,-1.015,2,118,1,1,0.427,0.786,0.795,120
mash,-1.015,2,118,1,1,0.44,0.363,0.283,120
feminist,-1.015,24,991,1,1,0.51,0.56,0.585,1015
cutie,-1.017,18,754,1,1,0.638,0.528,0.464,772
joking,-1.018,26,1074,1,1,0.776,0.839,0.407,1100
hospital,-1.019,68,2747,1,1,0.323,0.537,0.598,2815
adoption,-1.02,7,318,1,1,0.625,0.566,0.589,325
petition,-1.02,7,318,1,1,0.498,0.575,0.415,325
shitty,-1.021,128,5146,1,1,0.02,0.679,0.163,5274
billionaire,-1.021,9,398,1,1,0.806,0.667,0.923,407
slap,-1.021,19,797,1,1,0.1,0.804,0.518,816
supporter,-1.021,14,598,1,1,0.721,0.51,0.698,612
concert,-1.022,96,3873,1,1,0.938,0.867,0.718,3969
pun,-1.022,17,718,1,1,0.653,0.529,0.457,735
flatbed,-1.023,0,39,1,1,0.49,0.25,0.38,39
wham,-1.023,0,39,1,1,0.469,0.49,0.423,39
pussycat,-1.023,0,39,1,1,0.541,0.29,0.196,39
disgusting,-1.023,60,2439,1,1,0.031,0.796,0.245,2499
imissyou,-1.023,0,39,1,1,0.48,0.608,0.344,39
crumb,-1.023,1,79,1,1,0.417,0.255,0.216,80
headline,-1.023,6,279,1,1,0.63,0.241,0.685,285
brandy,-1.023,2,119,1,1,0.6,0.59,0.487,121
charger,-1.023,4,199,1,1,0.531,0.418,0.545,203
minefield,-1.023,0,39,1,1,0.188,0.839,0.684,39
prototype,-1.023,0,39,1,1,0.673,0.33,0.657,39
sue,-1.023,13,559,1,1,0.219,0.731,0.679,572
agh,-1.023,2,119,1,1,0.26,0.5,0.4,121
palliative,-1.023,0,39,1,1,0.548,0.394,0.518,39
numb,-1.024,69,2801,1,1,0.108,0.42,0.352,2870
rant,-1.025,47,1922,1,1,0.219,0.774,0.482,1969
sorry,-1.026,832,33399,1,1,0.406,0.362,0.212,34231
disease,-1.026,70,2848,1,1,0.041,0.539,0.333,2918
pretend,-1.027,134,5421,1,1,0.49,0.528,0.542,5555
trafficking,-1.027,5,240,1,1,0.25,0.71,0.399,245
loyal,-1.028,73,2973,1,1,0.896,0.265,0.657,3046
shuffle,-1.028,14,602,1,1,0.459,0.45,0.556,616
gum,-1.028,4,200,1,1,0.573,0.227,0.213,204
idol,-1.029,29,1206,1,1,0.684,0.805,0.853,1235
jerk,-1.029,24,1005,1,1,0.194,0.63,0.238,1029
pouting,-1.029,3,160,1,1,0.263,0.471,0.27,163
song,-1.03,944,38054,1,1,0.854,0.413,0.5,38998
goldfish,-1.031,5,241,1,1,0.786,0.296,0.317,246
cheered,-1.032,7,322,1,1,0.875,0.648,0.79,329
goddamn,-1.032,52,2139,1,1,0.125,0.76,0.422,2191
drugs,-1.033,103,4201,1,1,0.167,0.75,0.368,4304
pet,-1.034,128,5216,1,1,0.875,0.327,0.305,5344
surgery,-1.035,20,849,1,1,0.286,0.769,0.6,869
squish,-1.036,1,80,1,1,0.26,0.788,0.481,81
revision,-1.036,1,80,1,1,0.417,0.459,0.71,81
wannabe,-1.036,7,323,1,1,0.602,0.547,0.337,330
brightens,-1.036,3,161,1,1,0.771,0.611,0.613,164
vomiting,-1.036,1,80,1,1,0.156,0.78,0.157,81
ham,-1.037,6,283,1,1,0.673,0.245,0.404,289
donkey,-1.039,7,324,1,1,0.406,0.367,0.245,331
supervisor,-1.04,2,121,1,1,0.615,0.479,0.933,123
skit,-1.04,2,121,1,1,0.438,0.434,0.421,123
bacteria,-1.04,2,121,1,1,0.177,0.553,0.57,123
pistol,-1.04,2,121,1,1,0.17,0.9,0.677,123
ay,-1.041,16,691,1,1,0.5,0.557,0.255,707
scroll,-1.042,15,651,1,1,0.375,0.63,0.409,666
ill,-1.042,215,8801,1,1,0.073,0.41,0.2,9016
holding,-1.042,200,8193,1,1,0.6,0.385,0.67,8393
unsuccessful,-1.043,4,203,1,1,0.14,0.318,0.106,207
ana,-1.044,12,530,1,1,0.541,0.3,0.314,542
causation,-1.048,0,40,1,1,0.562,0.48,0.567,40
crawfish,-1.048,0,40,1,1,0.51,0.427,0.342,40
heartburn,-1.048,0,40,1,1,0.143,0.613,0.398,40
coupon,-1.048,0,40,1,1,0.704,0.3,0.421,40
befriend,-1.048,42,1762,1,1,0.93,0.624,0.471,1804
freaky,-1.048,7,327,1,1,0.19,0.615,0.384,334
felon,-1.048,0,40,1,1,0.111,0.898,0.455,40
goody,-1.048,0,40,1,1,0.786,0.337,0.57,40
saucer,-1.048,0,40,1,1,0.51,0.327,0.337,40
gammon,-1.048,1,81,1,1,0.51,0.418,0.442,82
tumbleweed,-1.048,1,81,1,1,0.312,0.471,0.427,82
valor,-1.048,0,40,1,1,0.833,0.442,0.763,40
cog,-1.048,0,40,1,1,0.427,0.343,0.363,40
terrier,-1.048,0,40,1,1,0.562,0.54,0.431,40
acne,-1.048,3,163,1,1,0.167,0.474,0.308,166
chili,-1.048,6,286,1,1,0.592,0.566,0.433,292
feat,-1.049,44,1846,1,1,0.75,0.706,0.849,1890
matching,-1.049,15,656,1,1,0.719,0.735,0.418,671
childish,-1.051,26,1110,1,1,0.573,0.442,0.23,1136
cash,-1.054,36,1525,1,1,0.867,0.552,0.714,1561
junior,-1.054,18,783,1,1,0.635,0.343,0.304,801
tot,-1.056,2,123,1,1,0.602,0.431,0.311,125
purring,-1.056,2,123,1,1,0.748,0.33,0.271,125
ebony,-1.057,7,330,1,1,0.49,0.317,0.4,337
naughty,-1.058,16,703,1,1,0.451,0.857,0.371,719
postman,-1.06,1,82,1,1,0.643,0.482,0.455,83
smoker,-1.06,3,165,1,1,0.208,0.528,0.311,168
pharmacy,-1.06,1,82,1,1,0.531,0.337,0.542,83
confused,-1.06,216,9005,1,1,0.22,0.65,0.179,9221
mutual,-1.06,53,2241,1,1,0.729,0.321,0.464,2294
campaign,-1.062,35,1496,1,1,0.602,0.73,0.823,1531
nasty,-1.063,45,1913,1,1,0.115,0.62,0.264,1958
expectancy,-1.064,2,124,1,1,0.581,0.622,0.558,126
bloated,-1.064,2,124,1,1,0.167,0.593,0.424,126
sub,-1.065,28,1209,1,1,0.51,0.37,0.312,1237
billboard,-1.067,4,208,1,1,0.594,0.317,0.481,212
sleepy,-1.069,42,1799,1,1,0.604,0.125,0.25,1841
holly,-1.069,7,334,1,1,0.51,0.25,0.443,341
aged,-1.069,36,1549,1,1,0.135,0.365,0.236,1585
steeple,-1.072,0,41,1,1,0.625,0.519,0.5,41
firefighter,-1.072,0,41,1,1,0.637,0.77,0.773,41
malnutrition,-1.072,0,41,1,1,0.024,0.592,0.277,41
connoisseur,-1.072,0,41,1,1,0.76,0.461,0.769,41
disband,-1.072,1,83,1,1,0.302,0.491,0.417,84
broccoli,-1.072,1,83,1,1,0.469,0.2,0.283,84
cousin,-1.072,50,2141,1,1,0.675,0.394,0.427,2191
database,-1.072,0,41,1,1,0.604,0.286,0.644,41
douche,-1.072,6,293,1,1,0.49,0.413,0.397,299
tuition,-1.072,1,83,1,1,0.531,0.372,0.436,84
lifeline,-1.072,9,419,1,1,0.735,0.552,0.496,428
porky,-1.072,0,41,1,1,0.234,0.483,0.333,41
fiat,-1.072,0,41,1,1,0.52,0.418,0.446,41
yaaay,-1.072,0,41,1,1,0.65,0.61,0.33,41
fleece,-1.072,0,41,1,1,0.561,0.25,0.381,41
comeback,-1.073,34,1471,1,1,0.58,0.409,0.555,1505
mom,-1.076,458,19352,1,1,0.927,0.336,0.639,19810
less,-1.078,1283,54234,1,1,0.265,0.24,0.115,55517
porn,-1.078,161,6845,1,1,0.344,0.915,0.421,7006
panties,-1.079,6,295,1,1,0.594,0.529,0.312,301
pitiful,-1.079,20,887,1,1,0.219,0.49,0.232,907
date,-1.079,424,17984,1,1,0.604,0.231,0.4,18408
breaker,-1.08,2,126,1,1,0.323,0.527,0.52,128
informative,-1.08,2,126,1,1,0.812,0.419,0.741,128
panda,-1.081,9,423,1,1,0.646,0.194,0.406,432
gossip,-1.082,42,1824,1,1,0.173,0.765,0.245,1866
ceiling,-1.084,27,1189,1,1,0.52,0.224,0.366,1216
vending,-1.084,1,84,1,1,0.417,0.565,0.549,85
buffoon,-1.084,1,84,1,1,0.344,0.651,0.29,85
lower,-1.084,78,3358,1,1,0.327,0.296,0.258,3436
dice,-1.085,10,467,1,1,0.458,0.441,0.264,477
unsatisfied,-1.085,6,297,1,1,0.2,0.547,0.241,303
telegram,-1.086,4,212,1,1,0.561,0.542,0.55,216
pillow,-1.09,70,3034,1,1,0.663,0.128,0.195,3104
clover,-1.09,7,341,1,1,0.605,0.34,0.364,348
salty,-1.09,30,1325,1,1,0.388,0.531,0.288,1355
diagnosis,-1.093,7,342,1,1,0.571,0.5,0.819,349
psycho,-1.093,19,857,1,1,0.039,0.922,0.56,876
cried,-1.095,138,5972,1,1,0.167,0.612,0.254,6110
depression,-1.095,727,31289,1,1,0.031,0.52,0.232,32016
deacon,-1.095,0,42,1,1,0.531,0.43,0.736,42
pivot,-1.095,0,42,1,1,0.458,0.382,0.44,42
shears,-1.095,0,42,1,1,0.429,0.527,0.254,42
addresses,-1.095,2,128,1,1,0.51,0.354,0.45,130
delirious,-1.095,1,85,1,1,0.219,0.774,0.538,86
youngster,-1.095,0,42,1,1,0.796,0.557,0.661,42
withdrawals,-1.095,1,85,1,1,0.427,0.404,0.464,86
endemic,-1.095,0,42,1,1,0.406,0.48,0.483,42
slang,-1.095,2,128,1,1,0.479,0.418,0.491,130
peacock,-1.095,0,42,1,1,0.786,0.449,0.458,42
dialysis,-1.095,0,42,1,1,0.194,0.567,0.407,42
honky,-1.095,0,42,1,1,0.458,0.632,0.425,42
arthritis,-1.095,1,85,1,1,0.11,0.518,0.345,86
classmate,-1.099,5,258,1,1,0.781,0.4,0.593,263
moonlight,-1.1,73,3197,1,1,0.865,0.264,0.409,3270
