Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
reaction,-0.633,63,2148,1,1,0.47,0.811,0.706,2211
consult,-0.633,4,167,1,1,0.755,0.37,0.441,171
joke,-0.633,187,6316,1,1,0.704,0.61,0.316,6503
darling,-0.634,65,2217,1,1,0.885,0.37,0.608,2282
shout,-0.634,79,2689,1,1,0.229,0.925,0.444,2768
friends,-0.635,4229,142302,1,1,0.929,0.51,0.625,146531
answering,-0.635,34,1177,1,1,0.684,0.5,0.607,1211
disadvantage,-0.635,5,201,1,1,0.15,0.377,0.282,206
educator,-0.635,2,100,1,1,0.827,0.317,0.845,102
scold,-0.635,2,100,1,1,0.194,0.755,0.626,102
poisoning,-0.635,5,201,1,1,0.094,0.837,0.526,206
freshman,-0.637,13,471,1,1,0.677,0.57,0.441,484
unfollow,-0.637,14,505,1,1,0.281,0.337,0.293,519
cereal,-0.637,18,640,1,1,0.612,0.206,0.316,658
mutual,-0.638,53,1821,1,1,0.729,0.321,0.464,1874
vest,-0.638,3,134,1,1,0.667,0.38,0.371,137
widow,-0.638,15,539,1,1,0.25,0.45,0.265,554
midterm,-0.638,3,134,1,1,0.427,0.337,0.425,137
obstruction,-0.638,3,134,1,1,0.125,0.742,0.491,137
cuddles,-0.639,31,1080,1,1,0.847,0.382,0.5,1111
peanut,-0.639,14,506,1,1,0.646,0.202,0.246,520
earthquake,-0.64,11,405,1,1,0.073,0.93,0.812,416
useless,-0.641,97,3318,1,1,0.052,0.342,0.184,3415
manager,-0.641,38,1320,1,1,0.625,0.549,0.897,1358
scares,-0.642,89,3048,1,1,0.122,0.847,0.386,3137
speechless,-0.643,14,508,1,1,0.459,0.32,0.315,522
cookie,-0.643,15,542,1,1,0.792,0.306,0.25,557
thought,-0.644,1866,63383,1,1,0.78,0.315,0.571,65249
psycho,-0.644,19,678,1,1,0.039,0.922,0.56,697
bumblebee,-0.645,0,33,1,1,0.469,0.493,0.321,33
wimp,-0.645,2,101,1,1,0.184,0.49,0.125,103
downer,-0.645,4,169,1,1,0.12,0.594,0.226,173
halftime,-0.645,1,67,1,1,0.458,0.352,0.429,68
abdominal,-0.645,0,33,1,1,0.49,0.456,0.445,33
dictatorship,-0.645,4,169,1,1,0.082,0.806,0.784,173
impairment,-0.645,0,33,1,1,0.17,0.571,0.22,33
cretins,-0.645,0,33,1,1,0.094,0.741,0.328,33
depot,-0.645,1,67,1,1,0.635,0.255,0.471,68
referral,-0.645,1,67,1,1,0.694,0.314,0.603,68
ethnic,-0.645,3,135,1,1,0.583,0.373,0.555,138
twats,-0.645,1,67,1,1,0.406,0.588,0.383,68
unethical,-0.645,2,101,1,1,0.104,0.433,0.269,103
turbo,-0.645,1,67,1,1,0.583,0.729,0.596,68
chandler,-0.645,5,203,1,1,0.51,0.452,0.454,208
grumble,-0.645,1,67,1,1,0.101,0.75,0.333,68
dizziness,-0.645,0,33,1,1,0.229,0.555,0.254,33
unappreciated,-0.645,12,441,1,1,0.143,0.431,0.209,453
unwell,-0.645,7,271,1,1,0.143,0.64,0.221,278
bravado,-0.645,0,33,1,1,0.479,0.51,0.527,33
transplant,-0.645,2,101,1,1,0.445,0.806,0.62,103
leukemia,-0.645,2,101,1,1,0.094,0.572,0.351,103
housing,-0.646,24,850,1,1,0.776,0.304,0.591,874
dawn,-0.647,192,6570,1,1,0.827,0.235,0.519,6762
endgame,-0.647,30,1055,1,1,0.449,0.538,0.526,1085
dun,-0.647,14,510,1,1,0.458,0.431,0.339,524
hostage,-0.648,10,374,1,1,0.163,0.923,0.325,384
gone,-0.648,810,27647,1,1,0.292,0.23,0.19,28457
feminism,-0.65,11,409,1,1,0.541,0.57,0.636,420
specialist,-0.65,5,204,1,1,0.76,0.562,0.877,209
hee,-0.65,5,204,1,1,0.43,0.433,0.312,209
buck,-0.651,9,341,1,1,0.677,0.577,0.72,350
hoe,-0.652,47,1643,1,1,0.302,0.48,0.418,1690
tribal,-0.652,3,136,1,1,0.417,0.404,0.482,139
potty,-0.652,3,136,1,1,0.367,0.373,0.317,139
afflicted,-0.652,3,136,1,1,0.271,0.5,0.167,139
chief,-0.653,33,1164,1,1,0.52,0.544,0.869,1197
detector,-0.655,2,102,1,1,0.459,0.63,0.724,104
mash,-0.655,2,102,1,1,0.44,0.363,0.283,104
contaminated,-0.655,2,102,1,1,0.04,0.5,0.368,104
phone,-0.655,768,26409,1,1,0.729,0.344,0.418,27177
understandable,-0.655,22,789,1,1,0.776,0.363,0.566,811
bravery,-0.656,27,961,1,1,0.898,0.745,0.868,988
bigoted,-0.657,4,171,1,1,0.153,0.76,0.462,175
bop,-0.657,14,515,1,1,0.429,0.49,0.426,529
candy,-0.657,26,928,1,1,0.93,0.425,0.384,954
trash,-0.658,137,4751,1,1,0.163,0.541,0.154,4888
similar,-0.658,263,9093,1,1,0.562,0.25,0.423,9356
buckle,-0.66,3,137,1,1,0.416,0.373,0.361,140
reunited,-0.66,5,206,1,1,0.708,0.439,0.658,211
shitless,-0.66,3,137,1,1,0.271,0.545,0.333,140
consultation,-0.66,3,137,1,1,0.66,0.463,0.625,140
rodeo,-0.66,1,68,1,1,0.49,0.676,0.588,69
stairs,-0.661,31,1104,1,1,0.51,0.439,0.342,1135
nebula,-0.662,6,241,1,1,0.51,0.418,0.438,247
epilepsy,-0.662,6,241,1,1,0.061,0.854,0.25,247
carton,-0.663,4,172,1,1,0.286,0.186,0.241,176
presidency,-0.663,12,449,1,1,0.776,0.686,0.918,461
adoption,-0.663,7,276,1,1,0.625,0.566,0.589,283
drunk,-0.664,171,5958,1,1,0.194,0.8,0.25,6129
cable,-0.665,14,519,1,1,0.583,0.245,0.434,533
equity,-0.665,2,103,1,1,0.792,0.304,0.614,105
hurtful,-0.666,16,589,1,1,0.104,0.68,0.463,605
doubting,-0.666,10,381,1,1,0.224,0.56,0.189,391
ghetto,-0.667,3,138,1,1,0.302,0.63,0.482,141
show,-0.667,998,34721,1,1,0.673,0.771,0.719,35719
apartment,-0.668,332,11578,1,1,0.719,0.393,0.58,11910
bad,-0.668,2019,70276,1,1,0.125,0.625,0.373,72295
giggling,-0.669,5,208,1,1,0.886,0.726,0.391,213
fuck,-0.67,1365,47593,1,1,0.198,0.93,0.446,48958
clique,-0.67,12,452,1,1,0.427,0.43,0.391,464
asshole,-0.67,71,2509,1,1,0.133,0.582,0.263,2580
uniform,-0.671,7,278,1,1,0.57,0.245,0.655,285
blame,-0.672,168,5902,1,1,0.115,0.64,0.309,6070
junior,-0.673,18,663,1,1,0.635,0.343,0.304,681
reiterate,-0.674,2,104,1,1,0.422,0.451,0.655,106
flak,-0.674,0,34,1,1,0.39,0.6,0.6,34
mutter,-0.674,1,69,1,1,0.406,0.427,0.228,70
rawr,-0.674,0,34,1,1,0.457,0.635,0.406,34
panties,-0.674,6,244,1,1,0.594,0.529,0.312,250
reinstall,-0.674,0,34,1,1,0.458,0.5,0.745,34
comrade,-0.674,9,349,1,1,0.781,0.412,0.804,358
gunman,-0.674,0,34,1,1,0.167,0.922,0.689,34
agreeing,-0.674,8,314,1,1,0.854,0.48,0.557,322
douche,-0.674,6,244,1,1,0.49,0.413,0.397,250
stfu,-0.674,24,874,1,1,0.292,0.5,0.39,898
ohno,-0.674,0,34,1,1,0.396,0.475,0.38,34
pandemic,-0.674,0,34,1,1,0.16,0.79,0.544,34
understaffed,-0.674,0,34,1,1,0.148,0.444,0.302,34
speakerphone,-0.674,0,34,1,1,0.531,0.569,0.56,34
babysitter,-0.674,4,174,1,1,0.656,0.415,0.408,178
checkout,-0.674,2,104,1,1,0.597,0.51,0.67,106
proportions,-0.674,1,69,1,1,0.625,0.43,0.5,70
lollipop,-0.674,0,34,1,1,0.628,0.483,0.357,34
marshmallow,-0.674,1,69,1,1,0.74,0.441,0.391,70
patronizing,-0.674,0,34,1,1,0.542,0.365,0.529,34
millionth,-0.674,1,69,1,1,0.635,0.528,0.611,70
immeasurably,-0.674,0,34,1,1,0.51,0.64,0.68,34
waterproof,-0.674,0,34,1,1,0.779,0.423,0.545,34
accounts,-0.675,44,1575,1,1,0.592,0.34,0.471,1619
scare,-0.676,73,2594,1,1,0.122,0.91,0.264,2667
bday,-0.677,47,1683,1,1,0.729,0.6,0.415,1730
slap,-0.678,19,702,1,1,0.1,0.804,0.518,721
password,-0.679,5,210,1,1,0.39,0.356,0.559,215
worldwide,-0.679,22,808,1,1,0.79,0.462,0.851,830
intrusive,-0.68,9,351,1,1,0.461,0.607,0.538,360
graduation,-0.681,16,598,1,1,0.88,0.67,0.837,614
diaper,-0.681,3,140,1,1,0.409,0.274,0.155,143
pickup,-0.681,3,140,1,1,0.561,0.529,0.42,143
whiny,-0.681,7,281,1,1,0.208,0.548,0.375,288
freaky,-0.681,7,281,1,1,0.19,0.615,0.384,288
whore,-0.682,22,810,1,1,0.135,0.88,0.333,832
send,-0.682,315,11142,1,1,0.663,0.48,0.537,11457
overthinking,-0.682,50,1798,1,1,0.408,0.761,0.525,1848
legal,-0.683,37,1341,1,1,0.653,0.387,0.887,1378
uncle,-0.683,57,2048,1,1,0.653,0.255,0.578,2105
tit,-0.684,2,105,1,1,0.402,0.539,0.388,107
smut,-0.684,2,105,1,1,0.357,0.36,0.349,107
growling,-0.684,2,105,1,1,0.119,0.887,0.475,107
aft,-0.684,2,105,1,1,0.48,0.417,0.518,107
stalker,-0.685,7,282,1,1,0.177,0.93,0.639,289
poor,-0.685,287,10193,1,1,0.156,0.358,0.087,10480
enraged,-0.686,4,176,1,1,0.083,0.962,0.636,180
refuse,-0.686,135,4814,1,1,0.18,0.52,0.331,4949
grandmother,-0.686,26,955,1,1,0.792,0.283,0.426,981
corruption,-0.686,35,1274,1,1,0.052,0.83,0.549,1309
puppy,-0.686,46,1664,1,1,0.908,0.461,0.324,1710
headline,-0.686,6,247,1,1,0.63,0.241,0.685,253
hope,-0.688,2161,76742,1,1,0.927,0.317,0.739,78903
bomber,-0.688,1,70,1,1,0.125,0.837,0.81,71
treaty,-0.688,1,70,1,1,0.646,0.382,0.667,71
unqualified,-0.688,1,70,1,1,0.17,0.433,0.173,71
censor,-0.688,1,70,1,1,0.344,0.276,0.538,71
boogie,-0.688,3,141,1,1,0.59,0.543,0.4,144
gymnastics,-0.688,1,70,1,1,0.745,0.677,0.508,71
chug,-0.688,1,70,1,1,0.401,0.413,0.358,71
guts,-0.689,22,816,1,1,0.592,0.649,0.582,838
destined,-0.692,147,5270,1,1,0.698,0.462,0.617,5417
assurance,-0.692,10,391,1,1,0.675,0.442,0.704,401
border,-0.693,44,1604,1,1,0.406,0.382,0.424,1648
irresponsible,-0.693,8,320,1,1,0.177,0.68,0.241,328
rhetoric,-0.694,12,463,1,1,0.417,0.429,0.504,475
nasty,-0.694,45,1641,1,1,0.115,0.62,0.264,1686
educate,-0.694,19,713,1,1,0.76,0.38,0.728,732
account,-0.695,160,5754,1,1,0.531,0.347,0.472,5914
scheme,-0.697,9,357,1,1,0.521,0.269,0.577,366
veteran,-0.697,20,751,1,1,0.56,0.431,0.759,771
broke,-0.697,249,8955,1,1,0.245,0.59,0.37,9204
heroin,-0.698,5,214,1,1,0.276,0.843,0.655,219
upset,-0.699,184,6640,1,1,0.071,0.68,0.33,6824
childless,-0.7,10,394,1,1,0.31,0.4,0.396,404
sickening,-0.7,13,502,1,1,0.074,0.618,0.259,515
rip,-0.701,92,3342,1,1,0.146,0.676,0.365,3434
bill,-0.702,71,2590,1,1,0.396,0.402,0.535,2661
situation,-0.702,393,14179,1,1,0.531,0.387,0.6,14572
guacamole,-0.702,0,35,1,1,0.684,0.317,0.282,35
alto,-0.702,0,35,1,1,0.656,0.404,0.73,35
grownup,-0.702,0,35,1,1,0.735,0.4,0.683,35
overprotective,-0.702,1,71,1,1,0.448,0.673,0.741,72
negligent,-0.702,0,35,1,1,0.167,0.583,0.259,35
unanimous,-0.702,0,35,1,1,0.656,0.38,0.682,35
moustache,-0.702,0,35,1,1,0.47,0.236,0.409,35
nappy,-0.702,0,35,1,1,0.529,0.333,0.207,35
deteriorated,-0.702,0,35,1,1,0.053,0.549,0.237,35
cleavage,-0.702,0,35,1,1,0.542,0.602,0.454,35
grad,-0.702,24,899,1,1,0.806,0.538,0.733,923
cog,-0.702,0,35,1,1,0.427,0.343,0.363,35
matchmaker,-0.702,0,35,1,1,0.615,0.509,0.519,35
deportation,-0.702,0,35,1,1,0.104,0.786,0.45,35
encouraging,-0.704,38,1405,1,1,0.823,0.583,0.755,1443
female,-0.704,164,5948,1,1,0.857,0.52,0.625,6112
cancer,-0.704,121,4400,1,1,0.052,0.694,0.529,4521
advocate,-0.705,23,865,1,1,0.551,0.53,0.818,888
sure,-0.705,1675,60489,1,1,0.724,0.27,0.793,62164
prick,-0.705,9,360,1,1,0.323,0.764,0.269,369
loved,-0.706,1181,42718,1,1,0.927,0.452,0.582,43899
humiliating,-0.708,4,180,1,1,0.062,0.716,0.279,184
monthly,-0.708,14,542,1,1,0.622,0.314,0.364,556
bet,-0.708,154,5613,1,1,0.385,0.698,0.432,5767
liberal,-0.708,49,1810,1,1,0.565,0.565,0.755,1859
elevator,-0.709,33,1231,1,1,0.562,0.604,0.676,1264
kindergarten,-0.71,6,253,1,1,0.833,0.462,0.308,259
volunteering,-0.71,6,253,1,1,0.844,0.614,0.603,259
incompetent,-0.711,9,362,1,1,0.133,0.566,0.239,371
moo,-0.712,2,108,1,1,0.438,0.355,0.3,110
hookup,-0.712,2,108,1,1,0.625,0.529,0.683,110
dice,-0.712,10,399,1,1,0.458,0.441,0.264,409
orientation,-0.713,9,363,1,1,0.667,0.454,0.686,372
sophomore,-0.713,4,181,1,1,0.653,0.415,0.427,185
responsible,-0.714,59,2184,1,1,0.837,0.527,0.833,2243
hardworking,-0.714,6,254,1,1,0.719,0.583,0.792,260
discouraged,-0.715,19,728,1,1,0.22,0.304,0.09,747
migraine,-0.715,10,400,1,1,0.135,0.783,0.318,410
lovee,-0.716,1,72,1,1,0.949,0.592,0.611,73
legit,-0.716,111,4087,1,1,0.747,0.427,0.849,4198
whelp,-0.716,1,72,1,1,0.344,0.458,0.31,73
sperm,-0.716,3,145,1,1,0.396,0.706,0.453,148
withdrawals,-0.716,1,72,1,1,0.427,0.404,0.464,73
donor,-0.716,3,145,1,1,0.714,0.49,0.653,148
jinx,-0.716,1,72,1,1,0.337,0.582,0.373,73
sneaky,-0.716,5,218,1,1,0.24,0.74,0.56,223
nuke,-0.716,1,72,1,1,0.125,0.905,0.873,73
minority,-0.716,33,1240,1,1,0.31,0.332,0.211,1273
exorcist,-0.716,1,72,1,1,0.219,0.906,0.716,73
matter,-0.717,1182,43238,1,1,0.487,0.353,0.562,44420
purse,-0.718,6,255,1,1,0.656,0.176,0.306,261
jackass,-0.719,4,182,1,1,0.188,0.692,0.279,186
angry,-0.719,193,7100,1,1,0.122,0.83,0.604,7293
hard,-0.719,1979,72474,1,1,0.302,0.708,0.616,74453
dodgy,-0.721,2,109,1,1,0.281,0.51,0.254,111
ay,-0.722,16,623,1,1,0.5,0.557,0.255,639
humiliated,-0.722,6,256,1,1,0.104,0.712,0.216,262
cunt,-0.723,22,844,1,1,0.135,0.673,0.377,866
incompetence,-0.724,4,183,1,1,0.077,0.551,0.208,187
rate,-0.724,56,2097,1,1,0.521,0.297,0.407,2153
member,-0.725,124,4600,1,1,0.698,0.333,0.555,4724
bigotry,-0.727,8,331,1,1,0.356,0.737,0.481,339
transparency,-0.727,8,331,1,1,0.847,0.26,0.587,339
pretend,-0.727,134,4981,1,1,0.49,0.528,0.542,5115
million,-0.729,155,5766,1,1,0.776,0.647,0.812,5921
husband,-0.729,263,9763,1,1,0.771,0.5,0.655,10026
slab,-0.73,0,36,1,1,0.398,0.265,0.264,36
erection,-0.73,0,36,1,1,0.64,0.856,0.695,36
muffin,-0.73,1,73,1,1,0.684,0.43,0.306,74
punt,-0.73,0,36,1,1,0.365,0.48,0.393,36
yak,-0.73,0,36,1,1,0.469,0.422,0.422,36
addresses,-0.73,2,110,1,1,0.51,0.354,0.45,112
parliamentary,-0.73,1,73,1,1,0.49,0.554,0.755,74
lecturer,-0.73,2,110,1,1,0.677,0.549,0.736,112
nepotism,-0.73,0,36,1,1,0.349,0.584,0.517,36
supervise,-0.73,0,36,1,1,0.698,0.555,0.889,36
teething,-0.73,0,36,1,1,0.396,0.471,0.474,36
hangry,-0.73,0,36,1,1,0.219,0.794,0.279,36
specialize,-0.73,0,36,1,1,0.776,0.54,0.861,36
tabby,-0.73,0,36,1,1,0.51,0.426,0.387,36
inhaler,-0.73,0,36,1,1,0.408,0.5,0.349,36
antibiotics,-0.73,1,73,1,1,0.448,0.406,0.557,74
want,-0.73,8515,315309,1,1,0.671,0.642,0.598,323824
battle,-0.731,269,10002,1,1,0.365,0.945,0.868,10271
believe,-0.731,1120,41531,1,1,0.781,0.37,0.682,42651
holidays,-0.731,190,7076,1,1,0.939,0.521,0.512,7266
gun,-0.731,64,2408,1,1,0.147,0.92,0.713,2472
afraid,-0.733,1147,42613,1,1,0.01,0.775,0.245,43760
horrid,-0.733,7,296,1,1,0.052,0.765,0.419,303
volunteer,-0.733,21,816,1,1,0.888,0.422,0.596,837
end,-0.735,2095,77951,1,1,0.198,0.349,0.298,80046
veronica,-0.735,4,185,1,1,0.594,0.399,0.402,189
euro,-0.736,3,148,1,1,0.68,0.441,0.521,151
specially,-0.737,31,1192,1,1,0.847,0.398,0.714,1223
report,-0.738,64,2425,1,1,0.583,0.444,0.575,2489
discredit,-0.739,2,111,1,1,0.075,0.529,0.355,113
visa,-0.739,5,223,1,1,0.735,0.367,0.66,228
medical,-0.74,51,1942,1,1,0.583,0.373,0.616,1993
thread,-0.74,194,7289,1,1,0.646,0.184,0.209,7483
blush,-0.74,4,186,1,1,0.698,0.61,0.445,190
cam,-0.74,19,747,1,1,0.448,0.363,0.355,766
paralysis,-0.741,6,261,1,1,0.156,0.5,0.305,267
ana,-0.742,12,486,1,1,0.541,0.3,0.314,498
industry,-0.743,45,1723,1,1,0.65,0.447,0.836,1768
condolences,-0.743,26,1011,1,1,0.198,0.48,0.288,1037
treatment,-0.743,57,2173,1,1,0.663,0.386,0.62,2230
playbook,-0.743,1,74,1,1,0.673,0.582,0.5,75
commie,-0.743,1,74,1,1,0.385,0.519,0.454,75
yaaaay,-0.743,1,74,1,1,0.625,0.677,0.326,75
recruitment,-0.743,1,74,1,1,0.479,0.645,0.591,75
injection,-0.743,1,74,1,1,0.281,0.741,0.518,75
anon,-0.744,10,412,1,1,0.479,0.354,0.298,422
complain,-0.745,100,3792,1,1,0.143,0.682,0.36,3892
thug,-0.745,8,337,1,1,0.24,0.882,0.667,345
stressing,-0.746,28,1090,1,1,0.163,0.866,0.462,1118
idiotic,-0.746,7,300,1,1,0.104,0.62,0.17,307
tic,-0.748,2,112,1,1,0.271,0.438,0.25,114
bout,-0.748,159,6027,1,1,0.208,0.808,0.679,6186
bracelet,-0.75,3,150,1,1,0.776,0.34,0.322,153
lotion,-0.75,3,150,1,1,0.724,0.261,0.188,153
embarrassing,-0.75,40,1547,1,1,0.226,0.809,0.225,1587
mike,-0.751,66,2532,1,1,0.542,0.365,0.423,2598
shoe,-0.752,10,415,1,1,0.517,0.225,0.288,425
miserable,-0.752,201,7641,1,1,0.062,0.461,0.188,7842
jerks,-0.752,5,226,1,1,0.214,0.788,0.395,231
yelling,-0.752,36,1399,1,1,0.323,0.939,0.565,1435
initiative,-0.755,13,530,1,1,0.833,0.615,0.768,543
scam,-0.755,17,682,1,1,0.042,0.745,0.418,699
dress,-0.756,77,2962,1,1,0.76,0.3,0.345,3039
obliterated,-0.756,0,37,1,1,0.24,0.469,0.344,37
consoled,-0.756,1,75,1,1,0.7,0.343,0.452,76
turd,-0.756,3,151,1,1,0.24,0.519,0.383,154
disband,-0.756,1,75,1,1,0.302,0.491,0.417,76
succeeding,-0.756,3,151,1,1,0.867,0.755,0.849,154
pelvic,-0.756,0,37,1,1,0.32,0.632,0.373,37
scissors,-0.756,3,151,1,1,0.458,0.462,0.302,154
dentist,-0.756,8,341,1,1,0.479,0.62,0.642,349
youngster,-0.756,0,37,1,1,0.796,0.557,0.661,37
pissed,-0.756,63,2431,1,1,0.102,0.888,0.543,2494
endemic,-0.756,0,37,1,1,0.406,0.48,0.483,37
diagnose,-0.756,2,113,1,1,0.378,0.52,0.714,115
pediatric,-0.756,0,37,1,1,0.56,0.462,0.49,37
metric,-0.756,1,75,1,1,0.519,0.248,0.573,76
sepsis,-0.756,0,37,1,1,0.229,0.452,0.327,37
guiding,-0.756,16,645,1,1,0.667,0.52,0.714,661
gender,-0.757,58,2242,1,1,0.688,0.346,0.611,2300
idiot,-0.758,82,3158,1,1,0.086,0.567,0.113,3240
stressed,-0.759,122,4683,1,1,0.167,0.74,0.502,4805
joking,-0.759,26,1028,1,1,0.776,0.839,0.407,1054
loaf,-0.762,4,190,1,1,0.755,0.25,0.277,194
constitutional,-0.762,4,190,1,1,0.633,0.418,0.827,194
suspicious,-0.762,12,496,1,1,0.153,0.745,0.431,508
military,-0.763,47,1835,1,1,0.396,0.71,0.875,1882
towel,-0.764,13,535,1,1,0.63,0.208,0.286,548
mental,-0.764,939,36007,1,1,0.49,0.49,0.585,36946
twitch,-0.765,18,727,1,1,0.51,0.74,0.548,745
unclear,-0.765,2,114,1,1,0.229,0.463,0.202,116
socialist,-0.766,13,536,1,1,0.448,0.4,0.543,549
holly,-0.766,7,306,1,1,0.51,0.25,0.443,313
math,-0.767,27,1074,1,1,0.417,0.375,0.6,1101
relate,-0.767,317,12211,1,1,0.653,0.5,0.623,12528
pledge,-0.768,6,268,1,1,0.719,0.49,0.764,274
hearing,-0.768,194,7496,1,1,0.669,0.49,0.595,7690
snitch,-0.769,1,76,1,1,0.3,0.598,0.333,77
expired,-0.769,3,153,1,1,0.198,0.394,0.2,156
yea,-0.771,120,4665,1,1,0.751,0.412,0.472,4785
apartments,-0.771,13,539,1,1,0.704,0.337,0.443,552
frustrating,-0.771,60,2352,1,1,0.042,0.696,0.264,2412
eve,-0.772,106,4128,1,1,0.612,0.378,0.44,4234
coworker,-0.772,32,1273,1,1,0.667,0.49,0.625,1305
awful,-0.772,158,6138,1,1,0.061,0.786,0.45,6296
attack,-0.773,149,5797,1,1,0.286,0.948,0.67,5946
scroll,-0.774,15,618,1,1,0.375,0.63,0.409,633
frustrated,-0.775,55,2166,1,1,0.08,0.651,0.255,2221
dam,-0.775,17,696,1,1,0.25,0.553,0.394,713
papa,-0.776,19,774,1,1,0.656,0.34,0.527,793
guess,-0.777,1040,40373,1,1,0.64,0.463,0.442,41413
grades,-0.779,14,582,1,1,0.521,0.349,0.566,596
survivor,-0.78,54,2139,1,1,0.677,0.75,0.815,2193
idol,-0.781,29,1167,1,1,0.684,0.805,0.853,1196
schmuck,-0.782,0,38,1,1,0.363,0.412,0.375,38
participant,-0.782,1,77,1,1,0.712,0.598,0.613,78
pivot,-0.782,0,38,1,1,0.458,0.382,0.44,38
census,-0.782,1,77,1,1,0.449,0.289,0.553,78
uncontrolled,-0.782,0,38,1,1,0.188,0.891,0.544,38
nasal,-0.782,0,38,1,1,0.479,0.34,0.33,38
woefully,-0.782,0,38,1,1,0.204,0.58,0.269,38
nutcase,-0.782,0,38,1,1,0.286,0.775,0.259,38
omniscient,-0.782,0,38,1,1,0.656,0.334,0.778,38
evacuate,-0.782,1,77,1,1,0.354,0.792,0.314,78
trust,-0.783,749,29266,1,1,0.888,0.547,0.741,30015
genesis,-0.786,33,1330,1,1,0.612,0.429,0.658,1363
screwed,-0.786,24,978,1,1,0.302,0.52,0.464,1002
bottling,-0.787,5,234,1,1,0.365,0.333,0.37,239
nervous,-0.787,116,4582,1,1,0.235,0.82,0.213,4698
tweet,-0.788,436,17136,1,1,0.659,0.49,0.537,17572
hateful,-0.789,24,980,1,1,0.071,0.819,0.43,1004
hire,-0.789,19,784,1,1,0.688,0.558,0.556,803
guy,-0.789,562,22103,1,1,0.583,0.367,0.546,22665
narcissist,-0.789,14,588,1,1,0.173,0.614,0.629,602
estimate,-0.791,2,117,1,1,0.719,0.469,0.517,119
unprepared,-0.791,2,117,1,1,0.204,0.45,0.152,119
empathize,-0.791,13,550,1,1,0.802,0.591,0.66,563
gal,-0.793,16,669,1,1,0.5,0.469,0.337,685
immature,-0.793,13,551,1,1,0.114,0.5,0.2,564
oppose,-0.793,6,275,1,1,0.431,0.8,0.473,281
sharing,-0.794,423,16724,1,1,0.827,0.462,0.545,17147
luckiest,-0.795,1,78,1,1,0.917,0.69,0.852,79
syndrome,-0.795,29,1184,1,1,0.229,0.51,0.246,1213
yayyyy,-0.795,1,78,1,1,0.677,0.613,0.363,79
married,-0.797,295,11715,1,1,0.674,0.57,0.602,12010
income,-0.798,29,1187,1,1,0.75,0.51,0.728,1216
spread,-0.798,91,3643,1,1,0.57,0.583,0.651,3734
anxious,-0.799,179,7134,1,1,0.281,0.875,0.434,7313
tummy,-0.799,5,237,1,1,0.427,0.365,0.23,242
proof,-0.8,60,2420,1,1,0.438,0.509,0.619,2480
decency,-0.8,9,396,1,1,0.75,0.235,0.634,405
internship,-0.801,6,277,1,1,0.59,0.51,0.482,283
roller,-0.801,14,595,1,1,0.521,0.394,0.345,609
hoax,-0.801,3,158,1,1,0.146,0.696,0.303,161
mate,-0.803,165,6609,1,1,0.847,0.417,0.669,6774
trough,-0.805,9,398,1,1,0.5,0.308,0.34,407
defend,-0.806,48,1956,1,1,0.698,0.722,0.67,2004
forsake,-0.806,16,678,1,1,0.102,0.567,0.223,694
encouragement,-0.807,33,1358,1,1,0.865,0.7,0.759,1391
barney,-0.808,1,79,1,1,0.451,0.378,0.44,80
hohoho,-0.808,0,39,1,1,0.677,0.433,0.33,39
enrollment,-0.808,0,39,1,1,0.667,0.391,0.698,39
cheque,-0.808,0,39,1,1,0.698,0.529,0.66,39
unacceptable,-0.808,11,479,1,1,0.133,0.479,0.33,490
tireless,-0.808,0,39,1,1,0.657,0.75,0.645,39
zing,-0.808,0,39,1,1,0.579,0.402,0.402,39
citizenship,-0.808,4,199,1,1,0.786,0.404,0.723,203
fob,-0.808,1,79,1,1,0.327,0.402,0.396,80
accessory,-0.808,0,39,1,1,0.562,0.292,0.445,39
codeine,-0.808,0,39,1,1,0.375,0.582,0.436,39
lifesaver,-0.808,1,79,1,1,0.908,0.745,0.703,80
deduction,-0.808,0,39,1,1,0.438,0.462,0.527,39
yuletide,-0.808,0,39,1,1,0.438,0.43,0.445,39
duct,-0.808,0,39,1,1,0.449,0.435,0.43,39
cervical,-0.808,0,39,1,1,0.375,0.413,0.445,39
crocodile,-0.808,1,79,1,1,0.344,0.708,0.61,80
disabled,-0.808,32,1319,1,1,0.308,0.443,0.235,1351
gross,-0.81,39,1602,1,1,0.115,0.575,0.181,1641
pathetic,-0.811,99,4014,1,1,0.088,0.464,0.139,4113
wan,-0.812,17,722,1,1,0.384,0.457,0.31,739
evidence,-0.815,49,2013,1,1,0.5,0.5,0.778,2062
fucking,-0.815,1119,45116,1,1,0.229,0.812,0.39,46235
sissy,-0.815,6,281,1,1,0.333,0.562,0.232,287
yesss,-0.816,18,765,1,1,0.719,0.657,0.451,783
reminder,-0.816,198,8024,1,1,0.552,0.423,0.589,8222
rag,-0.816,2,120,1,1,0.255,0.226,0.18,122
queue,-0.817,13,564,1,1,0.458,0.344,0.365,577
horrified,-0.817,7,322,1,1,0.04,0.885,0.368,329
genocide,-0.818,4,201,1,1,0.02,0.878,0.627,205
underwear,-0.819,19,808,1,1,0.61,0.546,0.375,827
appalling,-0.82,7,323,1,1,0.16,0.827,0.415,330
dildo,-0.82,3,161,1,1,0.536,0.587,0.491,164
ham,-0.822,6,283,1,1,0.673,0.245,0.404,289
